연번,가격,상품명,상세정보
1239,"최저1,880,000원",삼성전자 삼성 DM700A7L-K57,"형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 코어i5-6200U코어종류 : 2코어램용량 : 8GB, SSD용량 : 128GB속도(기본클럭) : 2.3GHz터보부스트 : 2.8GHz   "
1240,"최저1,252,000원",IGNIQ 이그닉리트 심플PC 3900,"품목 : 데스크탑형태 : 슬림형특징 : 사무용CPU제조사 : 인텔CPU : 코어i9-13900, CPU종류 : 코어i9 13세대코어종류 : 8+16코어, 메인보드 : (인텔)H610, 칩셋램용량 : 16GB      "
1241,"최저1,533,510원",주연테크 리오나인 메쉬박스 CG337F46,"품목 : 데스크탑형태 : 타워형특징 : 사무용CPU제조사 : 인텔CPU : 코어i7-13700F, CPU종류 : 코어i7 13세대, 메인보드 : (인텔)B760M, 칩셋램용량 : 16GB, SSD용량 : 512GB      "
1242,"최저1,059,000원",한성컴퓨터 TFG MX4A7676,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : AMDCPU : 라이젠5-7600, CPU종류 : 라이젠 5코어종류 : 6코어, 메인보드 : (AMD) A620, 칩셋램용량 : 16GB  "
1243,"최저1,349,000원",한성컴퓨터 TFG MX4A7577,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : AMDCPU : 라이젠5-7500F, CPU종류 : 라이젠 5코어종류 : 6코어, 메인보드 : (AMD) A620칩셋 "
1244,"최저1,492,000원",IGNIQ 이그닉리트 퍼포먼스PC 3546 Win11,"품목 : 데스크탑특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i5-13400F, CPU종류 : 코어i5 13세대코어종류 : 6+4코어, 메인보드 : (인텔)B660, 칩셋램용량 : 16GB    "
1245,"최저1,652,000원",IGNIQ 이그닉리트 퍼포먼스PC 3546T Win11,"품목 : 데스크탑특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i5-13400F, CPU종류 : 코어i5 13세대코어종류 : 6+4코어, 메인보드 : (인텔)B660, 칩셋램용량 : 16GB    "
1246,"최저1,142,000원",IGNIQ 이그닉리트 퍼포먼스PC 3516S,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i5-13400F, CPU종류 : 코어i5 13세대코어종류 : 6+4코어    "
1247,"최저582,000원",IGNIQ 이그닉리트 심플PC 5600 Win11,"품목 : 데스크탑형태 : 슬림형특징 : 사무용CPU제조사 : AMDCPU : 라이젠5-5600G, CPU종류 : 라이젠 5코어종류 : 6코어, 메인보드 : (AMD)A520, 칩셋램용량 : 16GB     "
1248,"최저862,000원",IGNIQ 이그닉리트 스탠다드PC 5700 Win11,"품목 : 데스크탑CPU제조사 : AMDCPU : 라이젠7-5700G, CPU종류 : 라이젠 7코어종류 : 8코어, 메인보드 : (AMD)A520, 칩셋램용량 : 16GB, SSD용량 : 512GB     "
1249,"최저849,000원",삼성전자 삼성 DM530ABE-L38A,"형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 코어i3-8145U, SSD용량 : 256GB속도(기본클럭) : 2.1GHz, , 그래픽 : 인텔UHD620화면크기 : 24인치(59~61cm)  "
1250,"최저1,662,000원",IGNIQ 인테그 젠지 7546T WIN11,"품목 : 데스크탑형태 : 타워형CPU제조사 : AMDCPU : 라이젠5-7500F, CPU종류 : 라이젠 5코어종류 : 6코어, 메인보드 : (AMD) A620, 칩셋램용량 : 16GB, SSD용량 : 512GB     "
1251,"최저1,512,000원",IGNIQ 인테그 젠지 7546T,"품목 : 데스크탑형태 : 타워형CPU제조사 : AMDCPU : 라이젠5-7500F, CPU종류 : 라이젠 5코어종류 : 6코어, 메인보드 : (AMD) A620, 칩셋램용량 : 16GB, SSD용량 : 512GB     "
1252,"437,500원",해외BEELINK SER8 8845HS 고성능 미니PC 베어본 미니PC AMD 라이젠7,종류 : 베어본PCCPU제조사 : AMD
1253,"최저1,646,370원",W78D1 라이젠7 7800X3D 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 7CPU : 라이젠7-7800X3D, , 그래픽 : 지포스 RTX4060, 메인보드 : (AMD) B650M, 칩셋램용량 : 16GB"
1254,"최저1,402,000원",IGNIQ 이그닉리트 심플PC 3900 Win11,"품목 : 데스크탑형태 : 슬림형특징 : 사무용CPU제조사 : 인텔CPU : 코어i9-13900, CPU종류 : 코어i9 13세대코어종류 : 8+16코어, 메인보드 : (인텔)H610, 칩셋램용량 : 16GB      "
1255,"최저1,032,000원",IGNIQ 이그닉리트 스탠다드PC 4700,"품목 : 데스크탑형태 : 타워형특징 : 사무용CPU제조사 : 인텔CPU : 코어i7-14700, CPU종류 : 코어i7 14세대, 메인보드 : (인텔)H610, 칩셋램용량 : 16GB, SSD용량 : 512GB       "
1256,"1,090,000원",i7-12700F RTX3060 Ti 메모리친구 게이밍 PC 조립 컴퓨터,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i7 12세대, CPU : 코어i7-12700F, , 그래픽 : 지포스 RTX3060 Ti, 메인보드 : (인텔)H610, 칩셋램용량 : 16GB, 램규격 : DDR4"
1257,"999,000원",삼성전자 삼성 DM700A4M-L38,"형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 코어i3-7100T코어종류 : 2코어램용량 : 8GB, SSD용량 : 128GB속도(기본클럭) : 3.4GHzHDD용량 : 500GB  "
1258,"최저1,352,000원",IGNIQ 인테그 젠지 3546,"품목 : 데스크탑특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i5-13400F, CPU종류 : 코어i5 13세대코어종류 : 6+4코어, 메인보드 : (인텔)B660, 칩셋램용량 : 16GB    "
1259,"169,000원",에스PC 인강용 교육용 조립컴퓨터 S2,"종류 : 조립형PC, CPU제조사 : 인텔CPU : 코어i5램용량 : 8GB, 램규격 : DDR3, SSD용량 : 120GBSSD 인터페이스 : NVMeM.2파워 : 500W랜 : 유선랜 무선랜 "
1260,"최저1,102,000원",IGNIQ 비와이 24Y 3500 Win11,"품목 : 데스크탑형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 코어i5-13400, CPU종류 : 코어i5 13세대, 메인보드 : (인텔)H610, 칩셋램용량 : 16GB, SSD용량 : 512GB          "
1261,"최저392,000원",IGNIQ 이그닉리트 타이니타워 2100 Win11,"품목 : 미니PC형태 : 타워형특징 : 사무용CPU제조사 : 인텔CPU : G6900, CPU종류 : 셀러론코어종류 : 2코어, 메인보드 : (인텔)H610, 칩셋램용량 : 4GB   "
1262,"최저1,102,000원",IGNIQ 비와이 24Y 3500 Win11,"품목 : 데스크탑형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 코어i5-13400, CPU종류 : 코어i5 13세대, 메인보드 : (인텔)H610, 칩셋램용량 : 16GB, SSD용량 : 512GB          "
1263,"최저9,500,000원",몬스타 가츠 데스티니,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 9CPU : 라이젠9-7950X3D, , 그래픽 : 지포스 RTX4090, 메인보드 : (AMD)X670, 칩셋램용량 : 64GB, 램규격 : DDR5 "
1264,"최저819,720원",주연테크 D35664W,"품목 : 데스크탑특징 : 게이밍(게임용)CPU제조사 : AMDCPU : 라이젠5-5600, CPU종류 : 라이젠 5, 메인보드 : (AMD) B450M, 칩셋램용량 : 16GB, SSD용량 : 512GB  "
1265,"최저1,749,000원",HP VICTUS TG02-0004KL,"품목 : 데스크탑특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i7-12700F, CPU종류 : 코어i7 12세대코어종류 : 8+4코어, 메인보드 : (인텔)H670, 칩셋램용량 : 16GB     "
1266,"최저330,000원",ECS LIVA Z2 N5000 Win10Pro 코잇,"CPU제조사 : 인텔, CPU종류 : 펜티엄 실버CPU : 펜티엄-N5000, , 그래픽 : 인텔UHD600램용량 : 4GB속도(기본클럭) : 1.1GHz부스트클럭 : 2.7GHz, 램규격 : DDR4   "
1267,"최저1,642,410원",주연테크 리오나인 메쉬박스 CG337F46T,"품목 : 데스크탑형태 : 타워형특징 : 사무용CPU제조사 : 인텔CPU : 코어i7-13700F, CPU종류 : 코어i7 13세대, 메인보드 : (인텔)B760M, 칩셋램용량 : 16GB, SSD용량 : 512GB      "
1268,"최저1,612,710원",주연테크 카운터 D475F47,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : AMDCPU : 라이젠5-7500F, CPU종류 : 라이젠 5, 메인보드 : (AMD) B650M, 칩셋램용량 : 16GB    "
1269,"91,080원",삼성전자 DB400S6B 6세대i3 8GB SSD128G+HDD 500G 윈도우10 사무용 가정용 슬림PC,연간 4900원으로 신세계 유니버스 클럽 가입하시고 매월 최대 15%할인&무제한 5% 할인 기회를 놓치지 마세요! 추가로 스타벅스와 이마트 할인 혜택도 있어요!
1270,"최저1,043,560원",레노버 씽크센터 NEO 50S G4 12JH000GKR,"품목 : 데스크탑형태 : 슬림형특징 : 사무용CPU제조사 : 인텔CPU : 코어i7-13700, CPU종류 : 코어i7 13세대코어종류 : 16코어, 메인보드 : (인텔)B660, 칩셋램용량 : 8GB        "
1271,"499,000원",온컴PC 리니지M 오딘 TL 나이트 크로우 퍼플 녹스 LD 앱플레이어 다계정 컴퓨터,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 7CPU : 라이젠7-5700X품목 : 데스크탑"
1272,"174,760원",FIREBAT T8 프로 플러스 베어본 미니 PC,연간 4900원으로 신세계 유니버스 클럽 가입하시고 매월 최대 15%할인&무제한 5% 할인 기회를 놓치지 마세요! 추가로 스타벅스와 이마트 할인 혜택도 있어요!
1273,"최저420,220원",주연테크 JYF-BTS3,"품목 : 데스크탑CPU제조사 : 인텔CPU : 코어i3-12100, CPU종류 : 코어i3 12세대코어종류 : 4코어, 메인보드 : (인텔)H610, 칩셋램용량 : 8GB, SSD용량 : 240GB    "
1274,"최저599,900원",제이씨현시스템 제플PC 디자이너스 PRO P01 RYZEN AI READY,"종류 : 베어본PCCPU제조사 : AMD, CPU종류 : 라이젠 5CPU : 라이젠5-8500G, , 그래픽 : 라데온 740M, 메인보드 : (AMD) B650M, 칩셋램용량 : 16GB, 램규격 : DDR5"
1275,"최저1,272,000원",IGNIQ 이그닉리트 퍼포먼스PC 5646T,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : AMDCPU : 라이젠5-5600, CPU종류 : 라이젠 5코어종류 : 6코어, 메인보드 : (AMD)A520, 칩셋램용량 : 16GB   "
1276,"최저329,000원",주연테크 굿워크 D1v6900GP,"품목 : 데스크탑형태 : 타워형특징 : 사무용CPU제조사 : 인텔CPU : 셀러론-G6900, CPU종류 : 셀러론, 메인보드 : (인텔)H610M, 칩셋램용량 : 4GB, SSD용량 : 128GB    "
1277,"최저1,630,000원",몬스타 몬스타기어 몬스타PC 윈디,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i5 14세대, CPU : 코어i5-14400F, , 그래픽 : 지포스 RTX4060 Ti, 메인보드 : (인텔)B760M, 칩셋램용량 : 32GB, 램규격 : DDR5"
1278,"최저1,136,520원",주연테크 CG224F46W,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i5-12400F, CPU종류 : 코어i5 12세대, 메인보드 : (인텔)H610M칩셋 "
1279,"최저1,002,000원",IGNIQ 인테그 프로 2516,"품목 : 데스크탑형태 : 타워형특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i5-12400F, CPU종류 : 코어i5 12세대코어종류 : 6코어      "
1280,"최저2,098,750원",A797S 라이젠9 7900X 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 9CPU : 라이젠9-7900X, , 그래픽 : 지포스 RTX4070 SUPER, 메인보드 : (AMD) B650M, 칩셋램용량 : 16GB"
1281,"329,000원",미니PC HP 데스크탑 미니본체 인텔 8세대 EliteDesk 800G4 MINIPC,"종류 : 베어본PCCPU제조사 : 인텔, CPU종류 : 코어i5 8세대, CPU : 코어i5-8500T램용량 : 8GB, 램규격 : DDR4, SSD용량 : 256GB단자 : DisplayPort USB(C-Type)"
1282,"최저1,166,220원",주연테크 D324F46W,"품목 : 데스크탑특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i5-12400F, CPU종류 : 코어i5 12세대, 메인보드 : (인텔)H610M, 칩셋램용량 : 16GB, SSD용량 : 512GB    "
1283,"최저1,442,000원",IGNIQ 비와이 30Z 3700,"품목 : 데스크탑형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 코어i7-13700, CPU종류 : 코어i7 13세대코어종류 : 8+8코어, 메인보드 : (인텔)H610, 칩셋램용량 : 16GB        "
1284,"최저1,602,000원",IGNIQ 비와이 30Z 3700 Win11,"품목 : 데스크탑형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 코어i7-13700, CPU종류 : 코어i7 13세대코어종류 : 8+8코어, 메인보드 : (인텔)H610, 칩셋램용량 : 16GB        "
1285,"최저1,342,000원",IGNIQ 비와이 27Z 3700,"품목 : 데스크탑형태 : 일체형PC특징 : 사무용CPU제조사 : 인텔CPU : 코어i7-13700, CPU종류 : 코어i7 13세대코어종류 : 8+8코어램용량 : 16GB, SSD용량 : 1TB      "
1286,"최저2,594,690원",LG전자 B80LV.AD4701,"품목 : 데스크탑형태 : 타워형특징 : 사무용CPU제조사 : 인텔CPU : 코어i7-14700, CPU종류 : 코어i7 14세대, 메인보드 : (인텔)H610, 칩셋램용량 : 32GB, SSD용량 : 256GB     "
1287,"751,000원",중고 라이젠 5600 RTX3060Ti PC 컴퓨터 본체 J5608,"종류 : 조립형PC, CPU제조사 : AMD, CPU종류 : 라이젠 5CPU : 라이젠5-5600, , 그래픽 : 지포스RTX2070, 메인보드 : (AMD)A520M, 칩셋램용량 : 16GB"
1288,"699,000원",디클 A24-310 윈도우,"품목 : 데스크탑형태 : 일체형PCCPU제조사 : 인텔CPU : 코어i3-10100, CPU종류 : 코어i3 10세대코어종류 : 4코어램용량 : 4GB, SSD용량 : 128GB      "
1289,"2,314,500원","P30 블랙 감성 PC / RTX 4070 Ti Super, 4070S, 4070","종류 : 조립형PC, 품목 : 데스크탑"
1290,"최저1,349,000원",IGNIQ [윈도우11 홈] 비와이 프로 27Y 2535,"형태 : 일체형PC특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i5-12400F, CPU종류 : 코어i5 12세대, 메인보드 : (인텔)B660, 칩셋램용량 : 16GB, SSD용량 : 256GB    "
1291,"최저672,330원",주연테크 D2v14100W,"CPU제조사 : 인텔CPU : 코어i3-14100, CPU종류 : 코어i3 14세대, 메인보드 : (인텔)H610, 칩셋램용량 : 8GB, SSD용량 : 256GB속도(기본클럭) : 3.5GHz, , 그래픽 : 인텔UHD730"
1292,"1,141,500원","피씨스토어 베스트 게이밍PC i5 13400F RTX4060 (32GB, M.2 1TB)","종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i5 13세대, CPU : 코어i5-13400F, , 그래픽 : 지포스 RTX4060, 메인보드 : (인텔)H610, 칩셋램용량 : 32GB, 램규격 : DDR5"
1293,"최저1,412,000원",IGNIQ 이그닉리트 타이니타워 4900,"품목 : 미니PC형태 : 슬림형특징 : 사무용CPU제조사 : 인텔CPU : 코어i9-14900, CPU종류 : 코어i9 14세대코어종류 : 8+16코어, 메인보드 : (인텔)H610, 칩셋램용량 : 16GB     "
1294,"최저1,592,000원",IGNIQ 이그닉리트 타이니타워 4900 Win11,"품목 : 미니PC형태 : 슬림형특징 : 사무용CPU제조사 : 인텔CPU : 코어i9-14900, CPU종류 : 코어i9 14세대, 메인보드 : (인텔)H610, 칩셋램용량 : 16GB, SSD용량 : 512GB     "
1295,"최저1,302,000원",IGNIQ 이그닉리트 타이니타워 4700 Win11,"품목 : 미니PC형태 : 슬림형특징 : 사무용CPU제조사 : 인텔CPU : 코어i7-14700, CPU종류 : 코어i7 14세대코어종류 : 8+12코어, 메인보드 : (인텔)H610, 칩셋램용량 : 16GB     "
1296,"최저1,082,000원",IGNIQ 이그닉리트 타이니타워 4700,"품목 : 미니PC형태 : 슬림형특징 : 사무용CPU제조사 : 인텔CPU : 코어i7-14700, CPU종류 : 코어i7 14세대코어종류 : 8+12코어, 메인보드 : (인텔)H610, 칩셋램용량 : 16GB     "
1297,"최저1,659,080원",장우컴퍼니 i40237,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i9 12세대, CPU : 코어i9-12900K, , 그래픽 : 인텔UHD770, 메인보드 : (인텔)Z790램용량 : 32GB속도(기본클럭) : 3.2GHz"
1298,"최저1,555,930원",DELL 인스피론 DN3030T-UB05KR,"품목 : 데스크탑특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i7-14700F, CPU종류 : 코어i7 14세대코어종류 : 20코어램용량 : 16GB, SSD용량 : 1TB    "
1299,"최저1,979,010원",주연테크 리오나인 메쉬박스 CG337F47,"품목 : 데스크탑형태 : 타워형특징 : 사무용CPU제조사 : 인텔CPU : 코어i7-13700F, CPU종류 : 코어i7 13세대, 메인보드 : (인텔)B760M, 칩셋램용량 : 16GB, SSD용량 : 512GB     "
1300,"최저309,400원",주연테크 굿워크 D2v32G,"품목 : 데스크탑형태 : 타워형특징 : 사무용CPU제조사 : AMDCPU : 라이젠3-3200G, CPU종류 : 라이젠 3, 메인보드 : (AMD)A520M, 칩셋램용량 : 8GB, SSD용량 : 256GB    "
1301,"4,500,000원",한성컴퓨터 TFG DX5708RXTiW,"품목 : 데스크탑특징 : 게이밍(게임용)CPU제조사 : AMDCPU : 라이젠7-5800X, CPU종류 : 라이젠 7코어종류 : 8코어, 메인보드 : (AMD)B550, 칩셋램용량 : 32GB        "
1302,"최저4,820,000원",몬스타 몬스타기어 몬스타PC 하이라이트,"CPU제조사 : 인텔, CPU종류 : 코어i7 14세대, CPU : 코어i7-14700K, , 그래픽 : 지포스 RTX4080 SUPER, 메인보드 : (인텔)Z790램용량 : 32GB"
1303,"최저1,383,760원",P37K60 i7 13700KF 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i7 13세대, CPU : 코어i7-13700KF, , 그래픽 : 지포스 RTX4060, 메인보드 : (인텔)B760M, 칩셋램용량 : 16GB"
1304,"최저2,368,660원",리메이드컴퓨터 B47KTS,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i7 14세대, CPU : 코어i7-14700KF, , 그래픽 : 지포스 RTX4070 TI SUPER, 메인보드 : (인텔)B760M, 칩셋램용량 : 16GB"
1305,"최저1,270,000원",삼성전자 삼성 DM530ADA-LC55W,"형태 : 일체형PCCPU제조사 : 인텔CPU : 코어i5-1135G7, CPU종류 : 코어i5 11세대코어종류 : 4코어램용량 : 4GB, SSD용량 : 256GB터보부스트 : 4.2GHz   "
1306,"최저774,150원",HP 파빌리온 TP01-2002KL,"품목 : 데스크탑CPU제조사 : 인텔CPU : 코어i5-11400, CPU종류 : 코어i5 11세대코어종류 : 6코어램용량 : 8GB, SSD용량 : 256GB속도(기본클럭) : 2.6GHz          "
1307,"최저945,610원",프리플로우 ULTRA GAMING i5 A6,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i5 13세대, CPU : 코어i5-13400F, , 그래픽 : 지포스 RTX3060, 메인보드 : (인텔)B760M, 칩셋램용량 : 16GB"
1308,"188,000원",[ASRock] DeskMini X300 120W 에즈윈 [베사마운트/USB확장포트 제외],페이지 참조
1309,"최저664,700원",HP M01-F4001KR,"품목 : 데스크탑특징 : 사무용CPU제조사 : 인텔CPU : 코어i3-14100, CPU종류 : 코어i3 14세대코어종류 : 4코어, 메인보드 : (인텔)H670, 칩셋램용량 : 8GB    "
1310,"최저699,480원",DELL OPTIPLEX 7020MT i3-14100,"특징 : 사무용CPU제조사 : 인텔CPU : 코어i3-14100, CPU종류 : 코어i3 14세대, 메인보드 : (인텔)Q670, 칩셋램용량 : 8GB, SSD용량 : 256GB, , 그래픽 : 인텔UHD730   "
1311,"최저1,067,050원",R36K1 i5 13600KF 외장형 그래픽카드,"종류 : 조립형PC, CPU제조사 : 인텔, CPU종류 : 코어i5 13세대, CPU : 코어i5-13600KF, , 그래픽 : 지포스 RTX3050, 메인보드 : (인텔)B760M, 칩셋램용량 : 16GB"
1312,"최저548,000원",주연테크 굿워크 D2v56GW,"품목 : 데스크탑형태 : 타워형특징 : 사무용CPU제조사 : AMDCPU : 라이젠5-5600G, CPU종류 : 라이젠 5코어종류 : 6코어, 메인보드 : (AMD) A320, 칩셋램용량 : 8GB      "
1313,"최저1,752,000원",IGNIQ 인테그 프로 4546 Win11,"품목 : 데스크탑형태 : 타워형특징 : 사무용CPU제조사 : 인텔CPU : 코어i5-14400F, CPU종류 : 코어i5 14세대, 메인보드 : (인텔)B760램용량 : 16GB, SSD용량 : 512GB      "
1314,"2,150,000원",Apple 아이맥 21.5형 2019년형 (MRT42KH/A),"형태 : 일체형PCCPU제조사 : 인텔CPU : 코어i5-8500, CPU종류 : 코어i5 8세대코어종류 : 6코어램용량 : 8GB, SSD용량 : 32GB속도(기본클럭) : 3.0GHz    "
1315,"최저1,982,000원",IGNIQ 비와이 프로 27Z 4735 Win11,"품목 : 데스크탑형태 : 일체형PC특징 : 게이밍(게임용)CPU제조사 : 인텔CPU : 코어i7-14700F, CPU종류 : 코어i7 14세대코어종류 : 8+12코어    "
1316,"97,020원",삼성전자 윈도우10/11설치출고 삼성컴퓨터 무상보증 중고컴퓨터 신품SSD탑재 사무용컴퓨터,연간 4900원으로 신세계 유니버스 클럽 가입하시고 매월 최대 15%할인&무제한 5% 할인 기회를 놓치지 마세요! 추가로 스타벅스와 이마트 할인 혜택도 있어요!
